code,parent_code,level,label_el,label_en
34964000-2,34960000-4,4,Εξοπλισμός εδάφους παγκατευθυντικών ραδιοφάρων VHF Doppler (DVOR),Doppler VHF Omni direction Range (DVOR)
34965000-9,34960000-4,4,Εξοπλισμός μέτρησης αποστάσεων (DME),Distance Measuring Equipment (DME)
34966000-6,34960000-4,4,Ραδιογωνιόμετρα και μη κατευθυντικοί ραδιοφάροι,Radio Direction Finder and Non-Directional Beacon
34966100-7,34966000-6,5,Ραδιογωνιόμετρα (RDF),Radio Direction Finder (RDF)
34966200-8,34966000-6,5,Μη κατευθυντικοί ραδιοφάροι (NDB),Non-Directional Beacon (NDB)
34967000-3,34960000-4,4,Συστήματα επικοινωνίας αερολιμένων (COM),Airport Communication System (COM)
34968000-0,34960000-4,4,Συστήματα επιτήρησης και συστήματα φωτισμού αερολιμένων,Airport Surveillance System and Lighting System
34968100-1,34968000-0,5,Συστήματα επιτήρησης αερολιμένων (SUR),Airport Surveillance System (SUR)
34968200-2,34968000-0,5,Συστήματα φωτισμού αερολιμένων (PAPI),Airport Lighting System (PAPI)
34969000-7,34960000-4,4,Γέφυρες και σκάλες επιβίβασης επιβατών για αεροσκάφη,Passenger boarding bridges and stairs for aircraft
34969100-8,34969000-7,5,Γέφυρες επιβίβασης επιβατών για αεροσκάφη,Passenger boarding bridges for aircraft
34969200-9,34969000-7,5,Σκάλες επιβίβασης επιβατών για αεροσκάφη,Passenger boarding stairs for aircraft
34970000-7,34900000-6,3,Εξοπλισμός παρακολούθησης της κυκλοφορίας οχημάτων,Traffic-monitoring equipment
34971000-4,34970000-7,4,Εξοπλισμός φωτογραφικών μηχανών ταχείας λήψης για τον ηλεκτρονικό έλεγχο της ταχύτητας,Speed camera equipment
34972000-1,34970000-7,4,Σύστημα μέτρησης της ροής κυκλοφορίας των οχημάτων,Traffic-flow measuring system
34980000-0,34900000-6,3,Ταξιδιωτικά εισιτήρια,Transport tickets
34990000-3,34900000-6,3,"Εξοπλισμός ελέγχου, ασφαλείας, σηματοδότησης και φωτισμού","Control, safety, signalling and light equipment"
34991000-0,34990000-3,4,Φωτιστικά σώματα υπαίθριων χώρων,Field operating lights
34992000-7,34990000-3,4,Πινακίδες και φωτεινές πινακίδες,Signs and illuminated signs
34992100-8,34992000-7,5,Φωτεινές πινακίδες κυκλοφορίας,Illuminated traffic signs
34992200-9,34992000-7,5,Οδικά σήματα,Road signs
34992300-0,34992000-7,5,Σήματα αστικού οδικού δικτύου,Street signs
34993000-4,34990000-3,4,Φωτιστικά οδών,Road lights
34993100-5,34993000-4,5,Φωτιστικά σηράγγων,Tunnel lighting
34994000-1,34990000-3,4,Φωτιστικά για καθοδήγηση και φωτισμό σκαφών,Lighting for ship guidance and illumination
34994100-2,34994000-1,5,Φωτιστικά για καθοδήγηση και φωτισμό ποταμόπλοιων,Lighting for river guidance and illumination
34995000-8,34990000-3,4,Φωτιστικά για καθοδήγηση και φωτισμό αεροσκαφών,Lighting for aircraft guidance and illumination
34996000-5,34990000-3,4,"Εξοπλισμός ελέγχου, ασφαλείας και σηματοδότησης οδών","Control, safety or signalling equipment for roads"
34996100-6,34996000-5,5,Φωτεινοί σηματοδότες,Traffic lights
34996200-7,34996000-5,5,"Εξοπλισμός ελέγχου, ασφαλείας και σηματοδότησης υδάτινων οδών","Control, safety or signalling equipment for inland waterways"
34996300-8,34996000-5,5,"Εξοπλισμός ελέγχου, ασφαλείας και σηματοδότησης χώρων στάθμευσης","Control, safety or signalling equipment for parking facilities"
34997000-2,34990000-3,4,"Εξοπλισμός ελέγχου, ασφαλείας και σηματοδότησης αερολιμένων","Control, safety or signalling equipment for airports"
34997100-3,34997000-2,5,Συσκευές καταγραφής δεδομένων πτήσης,Flight recorders
34997200-4,34997000-2,5,Εγκαταστάσεις φωτισμού αερολιμένων,Airport lighting
34997210-7,34997200-4,6,Φωτιστικά διαδρόμων προσγείωσης-απογείωσης,Runway lights
34998000-9,34990000-3,4,"Εξοπλισμός ελέγχου, ασφαλείας και σηματοδότησης λιμενικών εγκαταστάσεων","Control, safety or signalling equipment for port installations"
34999000-6,34990000-3,4,"Γεννήτριες σημάτων, διανεμητές ασύρματων σημάτων και μηχανήματα επιμετάλλωσης με ηλεκτρόλυση","Signal generators, aerial signal splitters and electroplating machines"
34999100-7,34999000-6,5,Γεννήτριες σημάτων,Signal generators
34999200-8,34999000-6,5,Διανεμητές ασύρματων σημάτων,Aerial signal splitters
34999300-9,34999000-6,5,Μηχανήματα επιμετάλλωσης με ηλεκτρόλυση,Electroplating machines
34999400-0,34999000-6,5,Μοντέλα υπό κλίμακα,Scale models
34999410-3,34999400-0,6,Μοντέλα αεροσκαφών υπό κλίμακα,Aircraft scale models
34999420-6,34999400-0,6,Μοντέλα θαλάσσιων σκαφών υπό κλίμακα,Boat scale models
35000000-4,,1,"Εξοπλισμός ασφαλείας και πυρόσβεσης, αστυνομικός και αμυντικός εξοπλισμός","Security, fire-fighting, police and defence equipment"
35100000-5,35000000-4,2,Εξοπλισμός εκτάκτου ανάγκης και ασφαλείας,Emergency and security equipment
35110000-8,35100000-5,3,"Εξοπλισμός πυρόσβεσης, διάσωσης και ασφαλείας","Firefighting, rescue and safety equipment"
35111000-5,35110000-8,4,Πυροσβεστικός εξοπλισμός,Firefighting equipment
35111100-6,35111000-5,5,Αναπνευστικές συσκευές πυρόσβεσης,Breathing apparatus for firefighting
35111200-7,35111000-5,5,Υλικά πυρόσβεσης,Firefighting materials
35111300-8,35111000-5,5,Πυροκατασβεστήρες,Fire extinguishers
35111310-1,35111300-8,6,Αφρός πλήρωσης πυροσβεστήρων,Foam packages
35111320-4,35111300-8,6,Φορητοί πυροσβεστήρες,Portable fire-extinguishers
35111400-9,35111000-5,5,Εξοπλισμός πυρασφάλειας,Fire escape equipment
35111500-0,35111000-5,5,Συστήματα πυρόσβεσης,Fire suppression system
35111510-3,35111500-0,6,Πυροσβεστικά εργαλεία χειρός,Fire suppression hand tools
35111520-6,35111500-0,6,Πυροσβεστικός αφρός ή παρόμοιες ενώσεις,Fire suppression foam or similar compounds
35112000-2,35110000-8,4,Εξοπλισμός διάσωσης και κινδύνου,Rescue and emergency equipment
35112100-3,35112000-2,5,Κούκλες εκπαίδευσης σε καταστάσεις έκτακτης ανάγκης,Emergency training dolls
35112200-4,35112000-2,5,Καταιονητήρες έκτακτης ανάγκης,Emergency shower
35112300-5,35112000-2,5,Εκπλυντές ματιών,Eye shower
35113000-9,35110000-8,4,Διατάξεις ασφάλειας (έναντι των ατυχημάτων),Safety equipment
35113100-0,35113000-9,5,Εξοπλισμός ασφάλειας εργοταξίων,Site-safety equipment
35113110-0,35113100-0,6,Σύστημα προστασίας πυρηνικού αντιδραστήρα,Nuclear-reactor protection system
35113200-1,35113000-9,5,"Εξοπλισμός πυρηνικής, βιολογικής, χημικής και ακτινολογικής προστασίας","Nuclear, biological, chemical and radiological protection equipment"
35113210-4,35113200-1,6,Εξοπλισμός πυρηνικής ασφάλειας,Nuclear safety equipment
35113300-2,35113000-9,5,Εγκαταστάσεις ασφαλείας,Safety installations
35113400-3,35113000-9,5,Ρούχα προστασίας και ασφαλείας,Protective and safety clothing
35113410-6,35113400-3,6,Ενδύματα για βιολογική και χημική προστασία,Garments for biological or chemical protection
35113420-9,35113400-3,6,Ενδύματα για πυρηνική και ακτινολογική προστασία,Nuclear and radiological protection clothing
35113430-2,35113400-3,6,Γιλέκα ασφαλείας,Safety vests
35113440-5,35113400-3,6,Ανακλαστικά γιλέκα,Reflective vests
35113450-8,35113400-3,6,Προστατευτικοί επενδύτες ή επώμια,Protective coats or ponchos
35113460-1,35113400-3,6,Προστατευτικές κάλτσες ή καλσόν,Protective socks or hosiery
35113470-4,35113400-3,6,Προστατευτικά πουκάμισα ή παντελόνια,Protective shirts or pants
35113480-7,35113400-3,6,Προστατευτικά περικάρπια,Protective wristbands
35113490-0,35113400-3,6,Προστατευτικές ρόμπες,Protective frock
35120000-1,35100000-5,3,Συστήματα και διατάξεις επιτήρησης και ασφαλείας,Surveillance and security systems and devices
35121000-8,35120000-1,4,"Εξοπλισμός ασφαλείας (π.χ. έναντι κλοπής, πυρκαγιάς κ.λπ.)",Security equipment
35121100-9,35121000-8,5,Βομβητές,Buzzers
35121200-0,35121000-8,5,Ανιχνευτές πλαστών χαρτονομισμάτων,Detector for forged money
35121300-1,35121000-8,5,Εξαρτήματα ασφαλείας,Security fittings
35121400-2,35121000-8,5,Σάκοι ασφαλείας,Security bags
35121500-3,35121000-8,5,Σφραγίδες,Seals
35121600-4,35121000-8,5,Επιγραφές,Tags
35121700-5,35121000-8,5,Συστήματα συναγερμού,Alarm systems
35121800-6,35121000-8,5,Κυρτά κάτοπτρα ασφαλείας,Convex security mirrors
35121900-7,35121000-8,5,Ραδιοανιχνευτές,Radar detectors
35123000-2,35120000-1,4,Εξοπλισμός προσδιορισμού τόπου,Site-identification equipment
35123100-3,35123000-2,5,Σύστημα μαγνητικής κάρτας,Magnetic-card system
35123200-4,35123000-2,5,Εξοπλισμός ελέγχου ελαστικού ωραρίου εργασίας,Flexible-working-hours equipment
35123300-5,35123000-2,5,Σύστημα χρονομέτρησης,Timekeeping system
35123400-6,35123000-2,5,Διακριτικά σήματα αναγνώρισης,Identification badges
35123500-7,35123000-2,5,Συστήματα αναγνώρισης βίντεο,Video identification systems
35124000-9,35120000-1,4,Ανιχνευτές μετάλλου,Metal detectors
35125000-6,35120000-1,4,Σύστημα παρακολούθησης,Surveillance system
35125100-7,35125000-6,5,Αισθητήρες,Sensors
35125110-0,35125100-7,6,Βιομετρικοί αισθητήρες,Biometric sensors
35125200-8,35125000-6,5,Συστήματα ελέγχου χρόνου ή καταγραφής εργάσιμων ωρών,Time control system or working time recorder
35125300-2,35125000-6,5,Κάμερες ασφαλείας,Security cameras
35126000-3,35120000-1,4,Εξοπλισμός σάρωσης γραμμωτού κώδικα,Bar code scanning equipment
35200000-6,35000000-4,2,Αστυνομικός εξοπλισμός,Police equipment
35210000-9,35200000-6,3,Στόχοι για εξάσκηση στη σκοποβολή,Targets for shooting practice
35220000-2,35200000-6,3,Εξοπλισμός για την καταστολή εξεγέρσεων,Anti-riot equipment
35221000-9,35220000-2,4,Κανόνια νερού,Water cannons
35230000-5,35200000-6,3,Χειροπέδες,Handcuffs
35240000-8,35200000-6,3,Σειρήνες,Sirens
35250000-1,35200000-6,3,Μέσα απώθησης επιθέσεων σκύλων,Repellents for canine attack
35260000-4,35200000-6,3,Πινακίδες αστυνομίας,Police signs
35261000-1,35260000-4,4,Πίνακες πληροφοριών,Information panels
35261100-2,35261000-1,5,Πίνακες πληροφοριών μεταβαλλόμενου μηνύματος,Changing message indicator panels
35262000-8,35260000-4,4,Εξοπλισμός ελέγχου σηματοδότησης διασταυρώσεων,Crossing control signalling equipment
35300000-7,35000000-4,2,"Όπλα, πυρομαχικά και συναφή μέρη","Weapons, ammunition and associated parts"
35310000-0,35300000-7,3,Διάφορα όπλα,Miscellaneous weapons
35311000-7,35310000-0,4,"Ξίφη, σπαθιά, ξιφολόγχες και λόγχες","Swords, cutlasses, bayonets and lances"
35311100-8,35311000-7,5,Ξίφη,Swords
35311200-9,35311000-7,5,Σπαθιά,Cutlasses
35311300-0,35311000-7,5,Ξιφολόγχες,Bayonets
35311400-1,35311000-7,5,Λόγχες,Lances
35312000-4,35310000-0,4,Αεριοβόλα όπλα,Gas guns
35320000-3,35300000-7,3,Πυροβόλα όπλα,Firearms
35321000-0,35320000-3,4,Ελαφρά πυροβόλα όπλα,Light firearms
35321100-1,35321000-0,5,Πιστόλια χειρός,Hand guns
35321200-2,35321000-0,5,Τουφέκια,Rifles
35321300-3,35321000-0,5,Πολυβόλα,Machine guns
35322000-7,35320000-3,4,Πυροβόλα,Artillery
35322100-8,35322000-7,5,Αντιαεροπορικά όπλα,Anti-aircraft
